TITLE = "Heat equation result: 3D-Volume Data"
VARIABLES ="X", "Y", "Z", "P(x,y,z)"
ZONE I=28,      J=28, K=28,    F=Point
1.0      1.0       1.0       0.30002025108350133       0.40001621475464294
1.0      1.0       2.0       0.30002025108350133       0.40001621475464294
1.0      1.0       3.0       0.3000202799530198       0.40001623786224927
1.0      1.0       4.0       0.3000203365380151       0.4000162831536443
1.0      1.0       5.0       0.3000204185699467       0.4000163488128503
1.0      1.0       6.0       0.300020522745518       0.4000164321956198
1.0      1.0       7.0       0.30002064484748636       0.40001652992616016
1.0      1.0       8.0       0.30002077990680687       0.4000166380269967
1.0      1.0       9.0       0.3000209224047198       0.4000167520807601
1.0      1.0       10.0       0.3000210665106682       0.40001686742068354
1.0      1.0       11.0       0.3000212063483602       0.4000169793435332
1.0      1.0       12.0       0.30002133627834515       0.40001708333581093
1.0      1.0       13.0       0.30002145118183565       0.4000171753008563
1.0      1.0       14.0       0.3000215467278855       0.40001725177262315
1.0      1.0       15.0       0.30002161960509405       0.40001731010109487
1.0      1.0       16.0       0.3000216677001001       0.40001734859502713
1.0      1.0       17.0       0.300021690208345       0.4000173666105865
1.0      1.0       18.0       0.30002168766756915       0.4000173645781261
1.0      1.0       19.0       0.3000216619107315       0.40001734396452654
1.0      1.0       20.0       0.3000216159416675       0.40001730717371226
1.0      1.0       21.0       0.30002155374306694       0.4000172573930301
1.0      1.0       22.0       0.300021480031425       0.4000171983971797
1.0      1.0       23.0       0.30002139997696664       0.4000171343241197
1.0      1.0       24.0       0.30002131890781514       0.4000170694383003
1.0      1.0       25.0       0.3000212420169635       0.40001700789615535
1.0      1.0       26.0       0.300021174088249       0.40001695352673966
1.0      1.0       27.0       0.3000211192541885       0.4000169096378779
1.0      1.0       28.0       0.3000210807948705       0.4000168788551203
1.0      2.0       1.0       0.30002025108350133       0.40001621475464294
1.0      2.0       2.0       0.30002025108350133       0.40001621475464294
1.0      2.0       3.0       0.3000202799530198       0.40001623786224927
1.0      2.0       4.0       0.3000203365380151       0.4000162831536443
1.0      2.0       5.0       0.3000204185699467       0.4000163488128503
1.0      2.0       6.0       0.300020522745518       0.4000164321956198
1.0      2.0       7.0       0.30002064484748636       0.40001652992616016
1.0      2.0       8.0       0.30002077990680687       0.4000166380269967
1.0      2.0       9.0       0.3000209224047198       0.4000167520807601
1.0      2.0       10.0       0.3000210665106682       0.40001686742068354
1.0      2.0       11.0       0.3000212063483602       0.4000169793435332
1.0      2.0       12.0       0.30002133627834515       0.40001708333581093
1.0      2.0       13.0       0.30002145118183565       0.4000171753008563
